Num Not	FRBNF	ARK	ISBN	EAN	Titre	Auteur	Date	Volume-Tome	Editeur
  ARC00007083					Suffren et ses amis  après sa correspondance 	busson jean-pierre	1983		  S I 
  ARC00006914					Suivez le facteur	lydia chauvin francoise marie-helene tessier sayed el anne foucher	2019		Editions du Borrego
  FRBNF455927260000003			978-2-7535-6464-0		Sur le terrain avec les archéologues 30 ans de découvertes dans l'Ouest de la France	marcigny roux gerard charles-tanguy le cyril aubin	2018		Presses universitaires de Rennes
  ARC00007027					Sur les chemins de la vroyance Première étape  L'utilisation du positivisme	ferdinand brunetiere	1905		Librairie Académique Perrin et Cie
  ARC00007068					Sur les pas de Jean-Jacques Audubon à Couëron  A la découverte du Marais Audubon Circuits pédestre et cyclable	coueron			
  ARC00006730					Syndicat mixte aéroporturaire du Grand Ouest  Lettre d'information				
  ARC00006848					Syndicat Nantais des armateurs   des industries maritimes  Déposition des délégués M  Léon Bureau et M  Victor Vincent à la sous-commission d'enquête sur la marine marchande  Séance du vendredi 25 juin 1897	et maritimes des armateurs syndicat nantais industries	1897		Imprimerie du Phare de la Loire
  ARC00006803					Tables alphabétiques des mariages de la paroisse de La Chapelle-Basse-Mer  Loire-Atlantique  de 1566 à 1710	de genealogique l'ouest centre			C  G  O 
  ARC00007085					Témoinage  Vie quotidienne des paludiers  Début du XXe siècle	de les memoire association gerard pereon greniers la	2019		
  ARC00006462					Témoins de jours passé	etienne lamy			Calmann-Lévy
  ARC00006369			978-2-84238-357-2		Terres d' Estuaire	tual michel	2018		Editions D' Orbestier
  DOB00002302			978-0-99548-613-3		'The most fortunate man of his day' Sir Richard Wallace connoisseur  collector   philanthropist	suzanne higgott collection wallace	2018		Wallace collection
  DOB00002324			978-1-78023-656-8		The return of curiosity what museums are good for in the 21st century	thomas nicolas	2016		
  ARC00006585					Théatre complet Chatterton  Le maréchale d'ancre  Quitte pour la peur  Le more de Venise  Othello  Shylock	de alfred vigny	1858		Jaccottet  Bourdilliat et Cie
  ARC00007007					Théâtre de Collin d'Harleville suivi de  Poésies fugitives  avec une introduction par M  Louis Moland	collin d'harleville moland jean-francois louis	1877		Garnier Frères  libraires-éditeurs
  ARC00006644					Théâtre et chansons dans les années 1950 avec l'U M P	sauvaget daniel	2017		
  DOB00002308			978-88-366-4012-6		Tomber sur un os quand les archéologues font parler les morts	isabelle abadie	2018		Silvana
  FRBNF456728650000002			978-2-08-141241-5		Tournée générale la France et l'alcool	victor pitrel le thomas grand	2019		
  ARC00006350			978-2-86063-037-5		Tous dans la rue    1918-2018 	du departementales archives puy-de-dime	2018		Conseil Général du Puy-de-DÎme
  ARC00007067					Tous en ligne   	coueron			
  ARC00006417			978-2-7373-7885-9		Tous les secrets de Bretagne		2018		Editions Ouest-France
  DOB00002386			978-3-8365-7147-0		Toutânkhamon le voyage dans l'au-delà	vannini sandro	2018		Taschen
  ARC00006477					Traduction de la vie d'Agricola et des Moeurs des germains  par M  l'abbé de La Bleterie    nouv  éd   rev  par le p  Dotteville	de dotteville jean-henri jean-philippe-rene tacite bleterie la	1788		Chez Froullé  libraire
  DOB00002355					Traité de la forme et devis d'un tournoi	rene	1946		Editions de la revue Verve
  ARC00006380			978-2-8186-1508-9		Transformation numérique des collectivités territoriales	cedric masera	2018		Territorial éditions
  DOB00002380			978-2-8076-1062-0		Transmettre une fidélité la Contre-Révolution et les usages du passé  France  Espagne  Italie   8210  XIXe-XXe siècles 	chopelin bruno paul dumons	2019		Peter Lang
  ARC00006947					Transparence des algorithmes face à l'open data   quel statut pour les données d'apprentissage  	bourcier de filippi primavera daniele	2018		
  ARC00007119					Traversées	mahe stanislas	2019		Joca Seria
  ARC00006965					Traversées  une vie sans port d'attache A l'orée de la deuxième Guerre Mondiale  des réfugiés sur le paquebot Flandre	mahe stanislas	2019		
  DOB00002295			978-2-7132-2461-4		Trésor  mémoire  merveilles Les objets des églises au Moyen Ege	cordez philippe	2016		EHESS
  DOB00002317					Trésors des guerres de religion au château de Blain	gildas salain	2019		
  DOB00002345			978-2-7177-2821-7		Trésors monétaires trésors de monnaies espagnoles dans la France des XVIIe et XVIIIe siècles	de france et nationale des monnaies jambu antiques medailles departement jerime bibliotheque	2019	Tome XXVIII	Bibliothèque Nationale de France
  ARC00007058					Trois hÎtels nantais issus du gothique tardif   l'hÎtel de Bruc  l'hÎtel prébendal de la collégiale Notre-Dame et l'hÎtellerie des Jacobins	leny charrier	2019		
  ARC00006796					Troisième phase  La délimitation des terrains partagés  Septembre 1829-1837 	alain gallice	2019		
  ARC00006977					Tu seras marin  fils   	le jocelyne borgne	2019		
  ARC00006498					Tusculanes de Cicéron traduites par Bouhier et d'Olivet	bouhier jean ciceron	1812		J  Gaude
  ARC00006497					Tusculanes de Cicéron traduites par Bouhier et d'Olivet	bouhier jean ciceron	1812		J  Gaude
  ARC00006827					Un aïeul dans la Grande Guerre	danielle bihoes	2017		
  ARC00006631					Un domaine géographique méconnu   les carrières abandonnées en Loire-Atlantique  Seconde partie	louis chauris	1977		
  ARC00006750					Un exemple d'archéologie en contexte insulaire ou l'archéologue face à la mer   l'île Dumet  Piriac-sur-Mer  Loire-Atlantique 	axel catherine levillayer moreau	2019		
  ARC00006910					Un fonds d'une grande richesse Les registres de catholicité de l'époque révolutionnaire aux Archives historiques du diocèse de Nantes	samuel guicheteau	2017		
  DOB00002301			978-2-35906-250-2		Un rêve d'Italie la collection du marquis Campana	trofimova francoise haumesser a laurent anna gaultier	2018		Lienart éditions Editions du Louvre
  ARC00007052					Un tiers de sou de Rezé retrouvé	gildas salain	2019		
  DOB00002312					Une amphore pleine de surprises à Aoste	silvino rodolphe tony nicot	2019		
  ARC00006704					Une centrale nucléaire en Basse-Loire Le Pellerin - Le Carnet  21 ans de luttes  1976-1997  	de d'histoire saint-jean-de-boiseau societe	2019		
  ARC00006447					Une chapelle multi-service La Chapelle Saint Marc	le jocelyne borgne	2019		
  DOB00002279			9782707188786		Une histoire des civilisations comment l'archéologie bouleverse nos connaissances	dominique schnapp alain demoule jean-paul garcia	2018		La Découverte INRAP
  ARC00006850					Une légende née à Saint-Nazaire		2003		Presse-Océan  l'Eclair
  ARC00006913					Une minorité religieuse dans la Grande Guerre  Les protestants français	pierre-yves kirschleger	2016		
  ARC00007029					Une nouvelle philosophie de l'histoire moderne et française les bases historiques et critiques d'une éducation nationale	rene gillouin	1921		Bernard Grasset
  DOB00002311			9782916504100		Une si proche Antiquité guide des collections	departemental antique musee arles	2019		Musée de l'Arles antique
  ARC00006822					Une terre  inconnue  au nord-ouest de la Loire-Atlantique	santos daubas marta loic miranda	2019		
  ARC00006538					'une trace à l'autre  Découverte de gravures rupestresau nord du Pays d'Ancenis  Loire-Atlantique 	francoise poinsot hubert jacquet	2018	n° 33	
  DOB00002307			9791092054514		Universel  exposition  25 avril au 1 er septembre 2019  Les Lucs-sur-Boulogne  Historial de la Vendée 	musees departementale loiseau conservation des vendee marie-elisabeth	2019		Mare   Martin
  DOB00002379			978-2-262-02880-0		URBS histoire de la ville de Rome  des origines à la mort d'Auguste	alexandre grandazzi	2017		Editions Perrin
  ARC00006997					Vair-sur-Loire  Bulletin muncipal				
  DOB00002258			9782354040161		Valenciennes vallée de l'Escaut  un site du Néolithique final  exposition  Les premiers Valenciennois   HÎtel de Ville  Valenciennes  2009 	david marianne delassus deckers	2009		Service archéologique de Valenciennes
  ARC00006552					Valeurs	suares andre	1936		Editions Grasset
  ARC00006998					Vallons-de-l'Erdre  Bulletin municipal				
  ARC00006382			978-2-8186-1486-0		Valoriser et animer le patrimoine de proximité Guide méthodologique	barthelemy philippe	2018		Territorial éditions
  ARC00006577					Variétés littéraires  ou recueil de pièces  tant originales que traduites  concernant la philosophie  la littérature et les arts	francois arnaud	1804		Imrimerie de Xhrouet
  ARC00006568					Vers d'il y a cinquante ans	alcide leroux	1927		Imprimerie F  Paillart
  ARC00007094					Vie et traditions populaires  Pêcheurs de la première moitié du XXe siècle au Pouliguen	de les memoire association greniers la	2019		
  ARC00006656					Vies de châteaux Au bord du Gesvres	treillieres fil temps du au	2018		
  ARC00006374			978-2-7535-5381-1		Vies et métamorphoses des contes de Grimm Traductions  réception  adaptations	dominique peyrache-leborgne	2017		Presses universitaires de Rennes
  ARC00007113					Vies oubliées Au coeur du XVIIIème siècle	arlette farge	2019		Editions La Découverte
  ARC00006723					Villeneuve-en-Retz  Bulletin municipal				
  ARC00006817			2 7384 2605 0		Villes reconstruites du dessin au destin  Actes du deuxième colloque international des villes reconstruites  Volume II	de institut lorient geoarchitecture ville	1994		L'Harmattan
  ARC00006471					Visages d'hier et d'aujourd'hui	d	1911		Plon  Nourrit et Cie
  ARC00006864					Vivre sous le chaume  vivre sous le charme	regional de parc briere naturel			Cossinus concept
  DOB00002296			979-10-96137-03-9		Vocabulaire technique d'archéologie  français anglais - anglais français tome 1 préhistoire   protohistoire européennes	patrick le cadre	2016		Fedora
  DOB00002299			978-94-6161-4544		Vous avez dit barbares   Archéologie des temps mérovingiens en Normandie  Ve-VIIIe siècles	sandrine berthelot hincker vincent	2018		Editions Snoeck Musée de Normandie
  ARC00006448					Voyage au Pouliguen août 1889		2019		
  ARC00006771					Voyage chez les lépreux  suite  Les lépreux de la Bretagne en 1892  Communication faite à l'acédemie de médecine le 23 août 1892	pacha dr zambaco	1892		éd  G  Masson
  ARC00006565					Voyage du jeune Anacharsis en Grèce  dans le milieu du quatrième siècle avant l'ère vulgaire 	jean-jacques barthelemy	1788		chez Guillaume De Bure l'aîné
  ARC00006440					Yves Horeau nous a quittés	jean-claude chemin	2019		
  ARC00006964					Zoom arrière  D'une brasserie à une vie de mousse	nerriere xavier	2019		
